Cocunut,AGE,YEARS_WITH_BANK,MARTIAL_STATUS,EDUCATION,EMPLOYMENT,GENDER,CUST_INCOME,CURRENT_ADDRESS_DATE,CURRENT_JOB_DATE,CURRENT_WITH_BANK_DATE,CURRENT_BALANCE_EUR
81628,48,3,M,HGH,PVE,F,"346,1538462",01/01/1990,01/01/2012,05/05/2014,"198,069"
81629,59,5,M,HGH,PVE,M,"284,6153846",01/01/1970,01/03/2014,16/09/2011,"4615,384615"
81630,46,1,M,HGH,PVE,F,"215,3846154",01/06/2014,01/07/2005,06/01/2016,"2307,692308"
81631,65,7,D,HGH,RET,F,"227,2137692",01/08/1975,01/10/9999,05/10/2009,"4663,269231"
81632,42,10,M,BCR,PVE,M,"155,8615385",01/06/2006,20/07/2006,01/08/2006,"1597,624769"
81633,52,9,M,HGH,PVE,F,"169,4076923",11/09/2002,26/05/2015,09/07/2007,"4615,384615"
81634,39,5,M,BCR,PVE,M,"187,6923077",01/03/1987,01/06/2007,31/08/2011,"4978,077462"
81635,39,8,M,PRS,PVE,M,"168,4615385",10/07/1984,08/01/2009,29/01/2009,"2307,692308"
81636,54,7,M,HGH,PVE,M,500,01/06/2010,01/09/1983,03/10/2009,"182,1515385"
81637,30,3,*noval*,HGH,OTH,F,0,01/10/9999,01/10/9999,13/12/2013,"2307,692308"
81638,52,5,M,HGH,STE,F,"164,5593846",24/04/2003,06/05/2010,05/08/2011,"4995,605923"
81639,30,0,M,HGH,PVE,F,"269,2307692",01/01/2006,01/09/2015,14/10/2016,"171,7723077"
81640,37,10,M,BCR,PVE,F,"355,4457692",02/04/2008,13/02/2014,23/01/2007,"1153,846154"
81641,60,14,M,HGH,RET,M,"296,2046154",01/04/1985,01/10/9999,12/03/2003,"477,789"
81642,27,3,S,HGH,PVE,M,"184,1846154",22/01/1990,01/12/2013,16/12/2013,"5258,532538"
81643,29,1,M,HGH,PVE,F,"384,6153846",08/07/2011,01/04/2016,27/05/2016,"2307,692308"
81644,36,0,M,BCR,PVE,F,0,01/01/1990,01/02/2013,17/10/2016,"4615,384615"
81645,36,13,M,HGH,PVE,M,"248,4333846",08/06/1981,17/08/2009,12/05/2004,"2974,951923"
81646,54,13,M,HGH,PVE,M,"357,3932308",01/01/1994,01/04/2013,07/05/2004,"1417,973308"
81647,64,10,M,BCR,PVE,M,"362,2735385",01/03/1988,15/10/2011,11/05/2007,"1538,461538"
81648,40,15,M,HGH,PVE,M,"628,9015385",21/03/2008,17/06/2002,17/06/2002,"5384,615385"
81649,25,0,S,HGH,PVE,M,"288,2136154",16/09/1992,01/03/2015,11/10/2016,"4615,384615"
81650,37,4,M,HGH,PVE,M,"517,0934615",27/11/1980,19/04/2010,18/04/2013,"4615,384615"
81651,55,3,M,HGH,PVE,M,196,16/05/1962,25/03/2015,18/07/2013,"1650,197"
81652,63,0,M,BCR,RET,M,"292,3076923",10/10/1954,10/11/2001,23/08/2016,0
81653,59,11,M,HGH,PVE,M,"232,4233077",12/08/1973,15/02/1980,15/09/2005,"2307,692308"
81654,61,13,W,HGH,RET,F,"576,1533846",01/11/2006,01/10/9999,05/02/2004,"8521,147462"
81655,35,2,M,HGH,PVE,F,"267,5384615",11/10/2004,02/09/2014,28/01/2015,"4615,384615"
81656,34,10,M,HGH,STE,M,"397,0260769",14/12/1983,19/09/2008,06/03/2007,"7692,307692"
81657,69,11,W,HGH,RET,F,"287,0969231",19/12/1977,01/10/9999,26/09/2005,"829,9038462"
81658,41,11,M,HGH,PVE,M,"244,2846154",01/01/1998,01/05/1996,21/11/2005,"10846,15385"
81659,63,5,W,HGH,STE,M,"228,5536923",01/01/1969,02/11/1987,23/08/2011,"2974,951923"
81660,66,11,W,HGH,RET,F,"222,7153846",17/08/1998,01/10/9999,27/12/2005,"2766,346154"
81661,30,1,M,BCR,PVE,M,"238,4615385",22/04/1987,04/09/2015,28/03/2016,"2307,692308"
81662,54,4,M,HGH,STE,F,"284,1249231",15/06/1984,15/03/1983,14/11/2012,"6748,450077"
81663,45,6,M,HGH,PVE,F,"317,9486923",01/03/2010,01/08/2014,13/12/2010,"6695,864769"
81664,37,9,S,HGH,PVE,M,"178,4307692",10/01/1980,19/03/2010,15/11/2007,"3711,948308"
81665,30,9,S,HGH,PVE,M,"280,7692308",17/08/2007,24/06/2010,04/12/2007,"790,3846154"
81666,30,2,M,HGH,PVE,F,"169,3",01/06/2010,01/11/2014,26/11/2014,"813,1933077"
81667,42,5,M,BCR,PVE,M,"175,0115385",01/01/2001,10/05/2013,13/10/2011,"4615,384615"
81668,63,15,W,HGH,RET,F,"698,8560769",19/03/2003,01/10/9999,28/01/2002,"2307,692308"
81669,44,3,M,HGH,STE,F,"461,5384615",01/12/2010,01/03/2004,27/12/2013,"244,8072308"
81670,40,1,M,HGH,PVE,F,"183,4672308",01/09/1993,05/10/2015,22/02/2016,"1577,559769"
81671,39,11,M,BCR,STE,F,"341,3319231",29/11/1990,16/12/2005,04/01/2006,"4615,384615"
81672,43,9,M,HGH,PVE,M,"451,5230769",09/10/1974,04/08/1996,13/03/2008,"9482,887077"
81673,66,3,M,HGH,RET,F,"200,3336154",01/05/1985,01/10/9999,30/05/2014,"474,2307692"
81674,55,7,D,HGH,RET,M,"393,7494615",17/02/2009,01/10/9999,24/03/2010,"769,2307692"
81675,53,12,M,HGH,PVE,M,"249,7526923",01/09/1984,22/04/2012,08/03/2005,"6774,742769"
81676,51,10,M,HGH,PVE,M,"215,4169231",15/03/1990,01/01/2002,12/03/2007,"3739,939538"
81677,57,4,M,HGH,STE,F,"262,2153846",07/05/1985,23/12/1981,23/08/2012,"6915,384615"
81678,54,11,M,HGH,PVE,F,"281,9246154",16/03/1988,11/03/2006,06/06/2006,"4115,384615"
81679,49,12,M,BCR,STE,F,"291,6654615",01/09/1972,07/02/1996,27/06/2005,"4615,384615"
81680,25,2,*noval*,HGH,OTH,M,0,01/10/9999,01/10/9999,10/09/2014,"1538,461538"
81681,38,13,S,BCR,PVE,F,"582,8574615",20/03/1999,13/04/2004,13/04/2004,"12961,53846"
81682,61,7,M,BCR,STE,F,"337,3228462",01/02/1985,15/07/1975,03/09/2009,"1975,961538"
81683,31,7,M,HGH,PVE,M,"421,4634615",01/07/2006,01/10/9999,23/10/2009,0
81684,36,10,M,HGH,STE,M,"267,8846154",11/11/1981,23/04/2014,26/03/2007,"1282,602769"
81685,21,2,S,HGH,PVE,F,"206,2384615",25/01/1996,24/11/2014,24/11/2014,"2766,346154"
81686,48,9,M,HGH,PVE,M,"185,7846154",27/01/1969,01/11/2013,08/08/2007,"2307,692308"
81687,53,11,M,HGH,STE,M,"255,6615385",01/01/1986,08/01/2003,09/07/2005,"229,69"
81688,71,0,M,HGH,RET,M,"262,5392308",01/01/1975,01/10/9999,18/10/2016,"2371,153846"
81689,70,1,*noval*,HGH,OTH,M,0,01/10/9999,01/10/9999,04/01/2016,"3951,923077"
81690,68,12,M,BCR,RET,M,"228,7065385",01/01/2005,01/10/9999,10/06/2005,"632,3076923"
81691,41,7,*noval*,HGH,OTH,M,0,01/10/9999,01/10/9999,16/11/2009,"297,9076923"
81692,65,10,W,HGH,RET,F,"186,6128462",01/05/2010,01/10/9999,20/09/2006,"3951,923077"
81693,72,6,M,SEC,RET,F,"256,8776154",27/05/2005,01/10/9999,20/07/2010,"790,3846154"
81694,69,5,M,BCR,RET,M,"494,6153846",10/07/1995,01/10/9999,30/12/2011,2055
81695,47,1,M,HGH,STE,F,"169,949",01/01/2000,02/09/2002,01/12/2015,"2889,953308"
81696,24,1,S,HGH,PVE,M,"371,4640769",01/01/2009,07/04/2016,13/10/2015,"4155,914"
81697,41,12,S,HGH,PVE,F,"869,5786923",07/03/2009,01/01/2005,04/01/2005,"8461,538462"
81698,56,11,M,HGH,STE,M,"235,0923077",23/03/1961,21/03/1994,18/08/2005,"483,2673077"
81699,64,9,W,HGH,RET,F,"232,8660769",01/01/1995,01/10/9999,20/06/2008,"3846,153846"
81700,58,15,M,BCR,STE,M,"431,0461538",01/01/1995,31/05/2001,15/12/2001,"7692,307692"
81701,52,11,M,HGH,STE,M,"412,0113846",01/01/1980,29/06/1992,05/08/2005,"403,9184615"
81702,63,0,*noval*,HGH,OTH,F,0,01/10/9999,01/10/9999,19/10/2016,"2307,692308"
81703,59,12,M,BCR,STE,M,"381,8661538",01/01/1986,14/11/1988,18/05/2005,"2307,692308"
81704,33,8,S,HGH,PVE,M,"232,3865385",17/05/1984,01/04/2013,13/08/2008,"3461,538462"
81705,63,10,W,HGH,RET,F,"193,2517692",10/10/1995,01/10/9999,25/07/2006,"4189,038462"
81706,37,11,M,HGH,PVE,M,"687,2178462",15/03/2013,15/01/2009,13/10/2005,"1307,692308"
81707,64,7,W,BCR,STE,M,"314,3856154",08/11/2004,06/01/1979,12/04/2010,"4384,615385"
81708,40,11,M,BCR,STE,F,"280,9840769",15/01/2000,01/05/2006,23/09/2005,"2307,692308"
81709,36,3,M,BCR,PVE,M,"777,4846154",05/11/2011,05/11/2007,20/09/2013,"2307,692308"
81710,49,11,M,HGH,PVE,M,"331,2307692",01/10/2006,25/08/2007,14/11/2005,"2307,692308"
81711,69,3,M,HGH,RET,F,"153,8461538",01/01/1965,19/01/1999,01/11/2013,"2371,153846"
81712,64,11,D,HGH,RET,M,"272,9615385",14/06/1953,01/10/9999,30/03/2006,"3161,538462"
81713,62,0,M,HGH,RET,M,"172,4153846",31/12/2000,01/10/9999,19/10/2016,"2307,692308"
81714,55,4,M,HGH,STE,M,"615,3846154",20/10/1962,01/01/2006,25/03/2013,"571,2538462"
81715,44,0,M,HGH,PVE,M,"192,3076923",03/12/1973,09/03/2006,14/09/2016,"2307,692308"
81716,33,4,S,HGH,PVE,F,"169,6769231",01/01/1995,01/10/2014,26/04/2013,"3193,106615"
81717,67,3,M,HGH,OTH,F,"197,3027692",01/05/1981,01/10/9999,11/12/2013,"2371,153846"
81718,58,10,M,BCR,STE,F,"357,3629231",01/05/1991,01/09/2006,16/09/2006,"2307,692308"
81719,55,1,M,HGH,RET,F,"1166,363",01/09/1985,01/10/9999,15/06/2016,"4615,384615"
81720,49,10,M,HGH,SFE,M,"304,2692308",05/10/1968,09/02/2006,01/06/2007,"2166,914"
81721,49,12,M,HGH,STE,F,"324,9030769",04/08/1998,01/06/1995,12/05/2005,"2683,537846"
81722,60,12,M,BCR,RET,F,"380,9841538",01/05/1992,17/01/1986,07/02/2005,"2307,692308"
81723,41,5,M,HGH,PVE,F,"205,4414615",15/02/1976,11/01/2007,22/05/2012,"3846,153846"
81724,66,2,D,HGH,RET,M,0,21/06/1951,01/10/9999,17/12/2014,"2371,153846"
81725,42,13,M,BCR,PVE,M,"3053,984615",01/10/1984,01/09/2010,24/02/2004,"7692,307692"
81726,51,12,M,BCR,STE,F,"535,0021538",01/09/2001,01/07/2005,07/06/2005,"1752,844154"
81727,50,12,M,HGH,PVE,M,"282,8508462",24/04/1967,16/02/2011,01/07/2005,"1138,470615"
81728,33,9,M,HGH,PVE,M,"300,73",13/06/1984,01/01/2008,29/01/2008,"3824,938154"
81729,54,0,M,HGH,STE,M,"437,0684615",01/01/2001,13/06/1984,14/10/2016,"2307,692308"
81730,70,10,M,BCR,RET,F,"313,6337692",15/06/1991,01/10/9999,10/02/2007,"3161,538462"
81731,46,2,M,HGH,PVE,M,"193,7",01/01/1971,01/05/2015,05/09/2014,"2307,692308"
81732,44,7,M,HGH,STE,M,"480,0060769",01/01/2012,01/10/9999,14/08/2009,"228,3846154"
81733,41,12,M,BCR,PVE,M,"208,1168462",20/07/1976,01/03/2011,18/04/2005,"2307,692308"
81734,46,10,M,HGH,PVE,M,"316,0923077",06/08/2007,19/10/1998,18/09/2006,"2629,266308"
81735,69,11,M,BCR,RET,M,"257,7635385",16/03/2000,01/10/9999,02/12/2005,"3359,134615"
81736,62,11,M,HGH,OTH,F,"162,4615385",01/01/1978,18/07/1977,03/10/2005,"2766,346154"
81737,59,5,M,HGH,PVE,M,"200,0536154",04/06/1958,01/11/1992,02/04/2012,"2769,493769"
81738,37,11,S,HGH,PVE,M,"600,9055385",01/01/1984,05/03/2008,03/04/2006,"230,7692308"
81739,67,9,W,HGH,RET,M,"1524,71",01/05/1980,01/10/9999,30/11/2007,"5295,576923"
81740,31,2,M,HGH,PVE,M,"190,1769231",24/09/1986,01/02/2011,26/12/2014,"1211,052923"
81741,42,4,M,HGH,PVE,F,350,01/01/2003,01/10/9999,19/10/2012,"4615,384615"
81742,67,3,*noval*,HGH,OTH,F,0,01/10/9999,01/10/9999,27/02/2014,"796,0661538"
81743,55,11,M,HGH,OTH,M,"293,9615385",17/08/1962,01/07/1984,04/11/2005,"4615,384615"
81744,44,3,D,HGH,RET,M,"963,4033846",15/08/1973,01/10/9999,20/11/2013,"5680,764923"
81745,65,10,M,HGH,RET,M,"181,4473077",08/09/2004,01/10/9999,27/09/2006,"2766,346154"
81746,41,4,M,BCR,PVE,M,"725,5037692",01/09/2013,20/05/2013,29/05/2013,"2307,692308"
81747,50,13,M,HGH,PVE,M,"169,2307692",08/02/2006,01/02/2003,11/11/2003,"1076,923077"
81748,43,9,S,HGH,PVE,M,"371,8523077",01/05/1984,25/02/2008,20/03/2008,"2307,692308"
81749,40,12,M,BCR,PVE,M,"515,9538462",16/04/2014,26/10/2011,04/01/2005,"4923,076923"
81750,70,8,W,HGH,RET,F,"239,7075385",31/05/2004,01/10/9999,14/10/2008,"3983,538462"
81751,37,11,D,BCR,PVE,F,"523,0769231",01/01/2007,01/09/2006,11/10/2005,"9482,887077"
81752,52,10,M,HGH,STE,M,"383,7923077",01/01/1980,01/06/1984,24/11/2006,"5433,816923"
81753,63,11,M,BCR,STE,M,"469,2539231",16/06/1999,10/01/2005,27/12/2005,"8339,193462"
81754,71,9,M,HGH,RET,M,"279,3626154",19/05/1981,01/10/9999,10/08/2007,"395,1923077"
81755,31,3,M,HGH,PVE,M,"520,2617692",07/01/1986,07/04/2014,25/03/2014,"4615,384615"
81756,45,1,M,BCR,PVE,M,"430,7692308",01/04/1972,01/01/2008,21/07/2015,0
81757,69,0,M,HGH,RET,M,0,11/07/1991,01/10/9999,03/10/2016,"1580,769231"
81758,46,1,S,SEC,PVE,M,"384,6153846",01/02/1971,01/06/1992,21/06/2016,"253,7692308"
81759,58,12,D,PRS,PVE,F,"403,3820769",01/01/2005,01/07/2001,09/03/2005,"2307,692308"
81760,64,2,M,HGH,RET,M,"208,598",01/02/1982,26/04/2000,07/02/2015,"1185,576923"
81761,64,3,M,HGH,RET,F,"174,431",01/01/1956,01/10/9999,09/01/2014,"1040,740846"
81762,24,0,S,HGH,PVE,M,0,07/07/1993,01/04/2015,17/10/2016,"2307,692308"
81763,62,12,M,HGH,RET,M,"324,6081538",17/08/2012,01/10/9999,08/04/2005,"6485,802692"
81764,49,1,M,HGH,PVE,M,"230,7692308",25/08/1968,01/09/2009,10/12/2015,"2307,692308"
81765,56,11,M,HGH,STE,F,"299,8296923",20/08/1991,25/12/1982,02/08/2005,"4249,931308"
81766,65,8,M,HGH,RET,F,"174,5499231",01/01/1969,01/10/9999,28/01/2009,"3635,769231"
81767,38,9,*noval*,HGH,PVE,M,0,01/10/9999,30/09/2014,24/08/2007,"400,8133846"
81768,65,5,M,BCR,STE,M,"370,6153846",01/01/2005,07/03/2005,11/05/2012,"948,4615385"
81769,66,11,M,HGH,RET,F,"893,8778462",01/01/2006,01/10/9999,09/11/2005,"7953,204538"
81770,61,1,M,HGH,RET,M,"180,7692308",01/01/1981,21/04/2001,02/02/2016,"1420,191231"
81771,47,13,M,HGH,PVE,M,"276,9230769",13/06/1970,02/02/2009,10/02/2004,"2307,692308"
81772,43,4,*noval*,HGH,OTH,M,0,01/10/9999,01/10/9999,07/06/2013,"143,6119231"
81773,69,3,M,HGH,RET,M,"396,8578462",06/08/1996,01/10/9999,03/01/2014,"5137,5"
81774,69,10,W,HGH,RET,F,"237,8602308",05/02/1978,01/10/9999,04/05/2007,"3951,923077"
81775,65,12,M,HGH,STE,M,"519,7769231",01/11/2011,01/02/1982,07/10/2004,"3846,153846"
81776,60,2,M,HGH,RET,M,"204,6366154",01/03/1990,28/07/2000,11/05/2015,"2371,153846"
81777,55,9,M,HGH,PVE,F,"190,3633077",20/04/2005,25/12/1981,23/05/2008,"4382,110462"
81778,50,10,M,BCR,PVE,F,"278,4822308",03/08/2006,01/03/2008,26/09/2006,"1106,538462"
81779,45,0,S,HGH,PVE,F,"330,7692308",05/03/2012,01/02/2001,15/10/2016,"212,2116923"
81780,39,13,M,HGH,PVE,F,"317,3923077",01/01/2002,03/06/2005,13/04/2004,"6134,954615"
81781,63,3,*noval*,HGH,OTH,F,0,01/10/9999,01/10/9999,15/07/2013,"2307,692308"
81782,70,5,W,HGH,RET,F,"161,0144615",01/07/1970,01/10/9999,07/03/2012,"2213,076923"
81783,38,1,M,HGH,PVE,M,"346,1538462",16/03/1979,15/10/1999,19/10/2015,"228,8976923"
81784,50,13,M,HGH,STE,M,"743,5846154",01/06/2006,01/03/1989,10/03/2004,"3846,153846"
81785,58,14,M,BCR,STE,F,"768,3846154",01/11/1978,13/11/2012,01/03/2003,"10955,27615"
81786,31,4,M,HGH,STE,F,"237,0654615",01/02/2006,04/01/2011,20/12/2012,"1615,384615"
81787,30,8,M,HGH,PVE,M,"338,5773077",04/05/1987,18/07/2013,04/03/2009,"7692,307692"
81788,52,9,M,HGH,STE,F,"224,6153846",05/05/1983,25/10/1993,31/10/2007,"118,8540769"
81789,26,0,M,HGH,PVE,M,"384,6153846",01/05/2014,01/02/2014,19/10/2016,"162,9776923"
81790,63,3,W,HGH,RET,M,"162,4507692",01/01/1988,01/10/9999,19/06/2014,"632,3076923"
81791,46,12,M,BCR,STE,F,"384,6153846",12/09/1971,06/09/2004,20/12/2004,"277,7038462"
81792,68,11,D,HGH,RET,M,"263,2831538",01/01/1990,01/10/9999,22/02/2006,"4742,307692"
81793,45,10,M,HGH,PVE,F,"262,2461538",01/01/1993,01/12/2012,01/02/2007,"1975,961538"
81794,45,12,S,PHD,STE,F,"666,7384615",01/05/1985,01/03/1999,31/05/2005,"8764,220923"
81795,29,1,S,HGH,PVE,M,"192,9384615",25/12/1988,01/02/2016,24/08/2015,"2974,951923"
81796,27,6,S,HGH,STE,F,"254,6566923",20/11/2014,08/12/2014,16/12/2010,"1004,829"
81797,62,11,M,HGH,RET,F,"322,3076923",30/12/1995,01/06/1979,26/12/2005,"317,6896923"
81798,40,2,S,BCR,SFE,M,500,01/11/2011,09/11/2011,09/06/2015,"7692,307692"
81799,67,10,M,HGH,RET,F,"204,8419231",01/05/1976,01/10/9999,06/09/2006,"3556,730769"
81800,64,4,M,BCR,RET,M,"499,7050769",01/01/1981,01/10/9999,12/10/2012,"2307,692308"
81801,64,13,D,BCR,RET,F,"408,5879231",28/01/1968,01/10/9999,20/04/2004,"4615,384615"
81802,49,11,S,BCR,STE,F,"343,1587692",01/01/1975,01/09/2001,10/08/2005,"9027,147538"
81803,53,0,M,HGH,OTH,M,"191,9153846",28/06/1964,26/11/2008,01/08/2016,"2307,692308"
81804,55,11,M,HGH,STE,F,"232,1307692",19/07/1986,15/01/1985,06/10/2005,"2506,609462"
81805,43,7,M,HGH,PVE,F,"175,2735385",01/09/2008,01/08/2011,14/05/2010,"2307,692308"
81806,43,11,M,HGH,STE,F,"208,9076923",14/12/2008,19/11/2003,18/04/2006,"480,9760769"
81807,53,13,M,HGH,PVE,F,"702,2769231",30/06/2005,01/11/2014,15/10/2003,"5532,692308"
81808,54,11,M,HGH,PVE,M,"512,0563077",15/06/1963,26/03/2005,16/08/2005,"2307,692308"
81809,35,0,M,HGH,PVE,M,"174,6076923",22/05/1982,16/09/2015,19/10/2016,"303,4221538"
81810,53,14,W,BCR,STE,F,"394,4",01/05/1996,02/09/1996,26/06/2003,"11538,46154"
81811,44,15,S,HGH,PVE,F,"466,3230769",01/01/1975,25/04/2011,23/01/2002,"863,0692308"
81812,46,0,M,HGH,PVE,F,"198,3307692",01/08/2007,19/03/2015,05/10/2016,"553,2692308"
81813,57,0,M,HGH,STE,M,"556,3184615",04/10/1960,02/02/1981,13/07/2016,"325,2773077"
81814,61,12,M,HGH,RET,M,"231,3923846",01/01/1992,01/10/9999,07/12/2004,"869,4230769"
81815,32,5,M,HGH,PVE,F,"254,1029231",01/02/2016,03/08/2011,10/08/2011,"2307,692308"
81816,74,0,W,HGH,RET,F,"218,9607692",01/11/1990,01/10/9999,17/10/2016,"2094,519231"
81817,52,12,D,HGH,STE,M,"409,0076923",21/02/1965,09/09/1986,24/12/2004,"528,5756154"
81818,56,14,M,BCR,OTH,F,"1235,576923",01/07/1996,15/07/2002,26/08/2002,"2307,692308"
81819,65,12,M,BCR,SFE,M,"384,6153846",10/08/1993,02/08/1992,14/04/2005,"2307,692308"
81820,45,10,M,HGH,PVE,F,"410,6398462",01/01/1993,01/02/2007,17/02/2007,"2307,692308"
81821,26,2,S,HGH,PVE,F,"225,9615385",01/09/2014,01/09/2012,29/05/2015,"2023,252154"
81822,28,5,S,HGH,PVE,M,"542,8300769",30/06/1989,16/07/2013,22/02/2012,"1448,077308"
81823,54,14,M,HGH,STE,M,"775,1764615",24/03/1963,01/07/1983,13/02/2003,"7692,307692"
81824,41,11,M,HGH,PVE,M,"393,7258462",01/01/2004,01/08/2010,09/05/2006,"9482,887077"
81825,64,12,M,BCR,RET,F,"267,616",20/07/2008,01/10/9999,20/06/2005,4110
81826,29,4,S,BCR,PVE,F,"350,2168462",01/01/1990,02/09/2016,18/02/2013,"4615,384615"
81827,65,11,M,BCR,OTH,M,0,20/09/1964,15/09/1986,24/10/2005,"4742,307692"
81828,43,8,M,BCR,PVE,F,"384,6153846",01/01/1999,01/10/9999,16/12/2008,"2512,072462"
81829,40,10,S,HGH,PVE,M,"544,1384615",01/08/2003,01/11/2014,09/03/2007,"2307,692308"
81830,46,0,M,BCR,STE,F,400,01/01/2001,01/01/1996,18/10/2016,"402,4130769"
81831,31,0,S,BCR,PVE,M,"387,2923077",04/04/1986,01/08/2014,13/10/2016,"4615,384615"
81832,42,14,D,HGH,STE,M,"608,9261538",01/01/2007,01/10/9999,22/05/2003,"7692,307692"
81833,61,2,W,HGH,RET,F,"159,3923077",01/01/1990,01/10/9999,02/04/2015,"2434,613615"
81834,40,13,M,BCR,STE,F,"284,856",22/08/2003,01/03/2004,18/03/2004,"3452,007077"
81835,36,11,M,HGH,STE,M,"346,1538462",01/03/2000,01/03/2003,29/11/2005,"7692,307692"
81836,39,4,D,MAS,STE,F,"365,3384615",01/06/1998,05/04/2007,11/05/2013,"380,2046923"
81837,39,11,S,BCR,PVE,F,"266,718",01/01/2004,01/07/2012,04/02/2006,"7011,376692"
81838,67,14,D,BCR,STE,F,"450,6692308",31/12/1970,01/01/1983,03/12/2002,"2134,038462"
81839,58,3,S,HGH,PVE,M,"235,7461538",01/01/2003,15/05/2010,28/08/2013,"6923,734538"
81840,34,9,S,HGH,PVE,M,"276,9230769",05/02/1983,01/07/2007,19/06/2008,"2307,692308"
81841,58,12,M,HGH,STE,M,"423,702",01/10/1999,13/07/1982,04/07/2005,"2307,692308"
81842,38,1,S,PHD,STE,F,0,01/01/2011,20/06/2012,23/02/2016,"2307,692308"
81843,49,1,M,HGH,PVE,M,"192,3076923",01/01/1990,05/03/2007,11/02/2016,"228,1846154"
81844,39,11,S,HGH,PVE,F,"781,4687692",05/10/1996,01/11/2006,23/11/2005,"4615,384615"
81845,35,0,M,HGH,STE,M,"217,3589231",09/05/1982,01/09/2013,18/10/2016,"713,5603077"
81846,28,0,S,SEC,PVE,F,"183,2019231",01/01/2002,28/05/2015,17/10/2016,"2307,692308"
81847,29,6,S,HGH,PVE,M,"308,5038462",04/10/1988,06/04/2011,05/05/2011,"8764,220923"
81848,54,12,M,HGH,PVE,F,"389,7071538",01/07/1984,13/07/2012,05/10/2004,"4615,384615"
81849,62,11,W,HGH,RET,F,"402,9082308",01/05/1993,01/10/9999,13/12/2005,"2307,692308"
81850,30,0,S,BCR,PVE,M,"173,3915385",01/01/2000,01/06/2012,21/07/2016,"2307,692308"
81851,50,3,M,HGH,PVE,M,"308,7384615",26/06/1967,01/08/2013,24/08/2013,"4338,289308"
81852,64,4,M,HGH,RET,M,"168,4928462",01/01/1983,22/12/1997,04/10/2012,"1580,769231"
81853,48,11,M,HGH,STE,F,"364,1769231",03/03/2002,01/10/1999,23/09/2005,"5258,532538"
81854,63,1,M,HGH,RET,F,"319,8203846",01/09/2005,01/10/9999,29/09/2015,"2307,692308"
81855,56,11,M,MAS,PVE,M,"934,8461538",31/12/2004,01/04/2014,12/11/2005,"322,6538462"
81856,39,12,D,HGH,PVE,M,"219,4599231",29/03/2010,01/01/2009,05/04/2005,"280,5693846"
81857,55,5,M,BCR,STE,F,"197,5516154",01/09/2003,09/07/1982,08/08/2011,"801,6266923"
81858,50,12,M,BCR,STE,F,"369,4210769",31/12/2007,01/03/2006,21/06/2005,"2855,389077"
81859,65,4,M,BCR,RET,F,"176,2853077",30/01/1952,01/10/9999,19/03/2013,"4710,692308"
81860,44,1,M,HGH,STE,M,"316,9230769",03/04/1976,01/04/1994,11/04/2016,"324,8382308"
81861,59,4,M,BCR,RET,F,"199,9223077",20/10/1958,03/03/1998,14/12/2012,"4347,115385"
81862,65,3,D,BCR,RET,M,"843,7475385",01/05/2011,01/10/9999,04/06/2014,"10022,87454"
81863,23,0,S,HGH,PVE,M,"338,4615385",04/08/1994,16/01/2016,20/09/2016,"4615,384615"
81864,48,5,M,BCR,STE,M,"387,2230769",10/07/1998,13/11/1997,20/02/2012,"9230,769231"
81865,65,5,W,HGH,RET,F,"427,6580769",11/06/1952,01/10/9999,25/04/2012,"1689,327923"
81866,45,12,M,HGH,PVE,F,"1129,261538",01/09/2006,01/01/2008,30/09/2004,"3300,394"
81867,37,10,M,HGH,PVE,M,"391,2769231",06/05/1980,01/01/2009,20/07/2006,"2307,692308"
81868,51,11,M,HGH,RET,F,"166,1765385",01/03/2014,01/10/9999,07/12/2005,"4893,573231"
81869,61,3,M,HGH,RET,M,"303,0784615",01/01/1999,01/10/9999,12/10/2013,"8926,916385"
81870,70,12,W,HGH,RET,F,"386,8436154",24/01/1993,01/10/9999,07/12/2004,"5366,711538"
81871,42,2,M,HGH,PVE,M,"184,6259231",01/01/2003,01/01/2012,23/06/2015,"4820,321462"
81872,36,4,M,BCR,PVE,M,"605,1765385",01/01/2001,01/10/2012,25/09/2012,"14226,92308"
81873,54,15,M,HGH,STE,M,"804,6419231",01/02/2015,01/10/9999,21/11/2001,"2307,692308"
81874,63,10,W,HGH,RET,F,"297,764",01/07/2005,01/10/9999,05/12/2006,"4011,675538"
81875,52,4,S,HGH,PVE,F,291,01/01/1973,13/09/2009,16/11/2012,"7192,307692"
81876,48,12,M,BCR,STE,M,"746,1538462",06/06/2001,20/02/1992,27/07/2004,"156,9307692"
81877,50,11,S,BCR,PVE,F,"592,3076923",01/01/1980,01/03/2015,06/09/2005,"4615,384615"
81878,62,13,M,BCR,RET,M,"425,7838462",15/03/2002,01/10/9999,09/02/2004,"2307,692308"
81879,37,8,M,HGH,PVE,F,"174,2",23/06/2001,16/01/2013,13/10/2008,"280,9023077"
81880,49,10,M,BCR,STE,F,"397,8076923",07/09/2006,01/09/2005,06/02/2007,"1314,633154"
81881,41,8,M,HGH,PVE,M,"530,7692308",02/11/1976,01/10/1999,03/04/2009,"4615,384615"
81882,42,8,M,HGH,PVE,F,"184,4484615",27/07/2011,10/03/2011,29/08/2008,"2307,692308"
81883,72,12,M,HGH,RET,M,"288,1605385",21/09/1978,01/10/9999,02/06/2005,"4070,480769"
81884,66,5,M,HGH,RET,M,"196,1076923",22/06/1951,01/10/9999,07/11/2011,"4465,673077"
